,Unnamed: 0,step,type,amount,nameOrig,oldBalanceOrig,newBalanceOrig,nameDest,oldBalanceDest,newBalanceDest,isFraud,isFlaggedFraud,errorBalanceOrig,errorBalanceDest
1995174,4559255,327,1,95314.62,C832333486,470990.12,375675.5,C1776130356,144564.93,239879.55,0,0,0.0,0.0
488571,1120382,130,1,479063.56,C994333453,575.0,0.0,C2000367326,0.0,479063.56,0,0,478488.56,0.0
1930319,4415142,322,0,1044542.09,C481879405,2266.0,0.0,C1821175260,0.0,1044542.09,0,0,1042276.09,0.0
2297216,5260685,372,1,152973.34,C759669860,30222.0,0.0,C1735366424,444176.54,597149.88,0,0,122751.34,0.0
2209293,5050924,354,1,194276.07,C431700404,1334.0,0.0,C853793326,686280.74,880556.81,0,0,192942.07,0.0
1438878,3284673,252,1,48412.48,C2024596906,,,C2009378486,17214042.45,17262454.93,0,0,,0.0
1611593,3681150,276,1,262613.32,C1991399950,,,C98161011,665407.31,928020.63,0,0,,1.1641532182693479e-10
1147446,2610027,208,1,21367.65,C1046891373,,,C1750847678,68933.67,90301.32,0,0,,0.0
112286,261796,15,1,94868.22,C428613972,,,C1971410385,621750.67,866485.02,0,0,,-149866.13
2468909,5655270,396,1,63576.17,C1680395284,,,C813528731,1707714.29,1771290.46,0,0,,0.0
1653546,3777349,280,1,154068.65,C452367956,,,C2089584125,359427.88,513496.53,0,0,,0.0
1715498,3915059,284,1,26546.21,C278505277,21467.0,0.0,C629945972,24307.46,50853.67,0,0,5079.209999999999,0.0
2349265,5377795,376,0,10000000.0,C901525319,19903.0,0.0,C670087660,141708.31,12745507.16,0,0,9980097.0,-2603798.85
1678303,3832343,282,1,19229.34,C511526767,,,C1160913160,5914828.02,5934057.36,0,0,,-9.313225746154783e-10
362611,818424,40,0,160703.89,C667004462,,,C2031536547,1104070.65,1264774.55,0,0,,-0.0100000000093132
316869,718747,37,1,32819.92,C1307323090,21369.0,0.0,C1408493220,370253.89,403073.81,0,0,11450.919999999998,0.0
738973,1682276,159,1,296379.88,C1451667142,,,C2025226990,388752.83,685132.71,0,0,,0.0
826611,1871354,164,1,269529.05,C1613936764,151653.04,0.0,C885206493,1541125.93,1810654.98,0,0,117876.00999999998,0.0
2573374,5881552,403,1,119382.78,C1539741644,72886.0,0.0,C785015872,44642.22,164025.0,0,0,46496.78,0.0
522633,1195238,132,0,667969.19,C204905002,,,C141772205,2584241.15,3252210.34,0,0,,0.0
334070,756421,38,0,1398115.25,C533591949,458.59,0.0,C476780973,35629.29,1433744.54,0,0,1397656.66,0.0
2019971,4613433,329,1,36794.17,C780470191,35714.0,0.0,C2040270938,72030.71,108824.88,0,0,1080.1699999999985,0.0
948054,2154818,184,1,33850.84,C1541262395,10413.0,0.0,C1067876747,280848.13,314698.97,0,0,23437.84,0.0
2746140,6306217,684,1,42181.94,C31571657,7532.0,0.0,C983549981,0.0,42181.94,0,0,34649.94,0.0
603440,1370555,138,1,31419.76,C1396324342,23291.0,0.0,C476182975,12297413.61,12328833.37,0,0,8128.759999999998,0.0
958734,2178823,185,1,176664.33,C959693776,5062.0,0.0,C352914906,5268251.76,5444916.09,0,0,171602.33,0.0
2580429,5896639,403,1,57570.98,C430740033,,,C1939915273,2833371.43,2890942.41,0,0,,0.0
306971,698571,36,1,220599.83,C898813913,2066.0,0.0,C157091171,0.0,517691.77,0,0,218533.83,-297091.94000000006
1023182,2318920,188,0,103315.86,C1815953256,,,C1954285514,1572159.86,1675475.72,0,0,,2.3283064365386963e-10
2531801,5791547,401,0,126082.12,C211826912,,,C1946204550,257420.37,383502.49,0,0,,0.0
980556,2226065,186,1,83811.98,C2069311548,,,C699021643,301802.84,385614.82,0,0,,0.0
247649,562363,22,1,3382.69,C23368838,144546.0,141163.31,C440159804,0.0,3382.69,0,0,0.0,0.0
242182,546469,21,1,81798.65,C227750396,,,C474855383,128152.85,209951.51,0,0,,-0.0100000000093132
739744,1683924,159,0,649175.91,C1901636357,117918.0,0.0,C2042514719,210304.78,859480.69,0,0,531257.91,1.1641532182693479e-10
1214552,2759057,212,1,120121.76,C2071620447,3971.0,0.0,C2012849934,0.0,120121.76,0,0,116150.76,0.0
2168334,4961224,351,1,47497.44,C1644327277,11280.0,0.0,C1710877947,0.0,94580.84,0,0,36217.44,-47083.4
1298048,2959639,230,1,75544.51,C1686883041,,,C409830534,278388.28,353932.79,0,0,,5.820766091346741e-11
2520608,5768189,400,1,141517.8,C1150622114,90570.75,0.0,C1559091769,842688.49,984206.29,0,0,50947.04999999999,0.0
2105068,4817551,346,1,34228.47,C1254499560,79323.0,45094.53,C307539331,36463.29,70691.76,0,0,0.0,1.4551915228366852e-11
312780,710028,37,0,22404.77,C1634170051,,,C787457941,4276930.15,4299334.91,0,0,,0.0099999997764825
1136511,2586356,207,1,157957.74,C921045763,,,C490334345,338837.14,496794.88,0,0,,0.0
1265969,2888246,228,1,137734.77,C721547122,201110.0,63375.23,C283895967,0.0,137734.77,0,0,0.0,0.0
1679063,3834299,282,1,169158.98,C1750238205,,,C1896675745,681756.66,850915.64,0,0,,0.0
683578,1560273,155,1,84374.8,C2027951032,,,C1813066614,6719505.96,6803880.75,0,0,,0.0099999997764825
412154,924454,43,1,54609.77,C1292115317,28853.0,0.0,C873085595,117025.72,171635.49,0,0,25756.77,0.0
1404763,3207251,249,1,25416.05,C1434908064,21321.0,0.0,C323131442,790440.48,815856.53,0,0,4095.0499999999993,0.0
1110118,2527509,205,1,436640.15,C1287786302,14666.0,0.0,C1588131515,0.0,436640.15,0,0,421974.15,0.0
1369640,3114562,236,1,59838.91,C1997301315,,,C1460910281,101136.59,160975.51,0,0,,-0.0100000000093132
1556562,3543339,260,1,161295.28,C993862589,,,C856501720,1725863.97,1887159.25,0,0,,0.0
2025751,4625980,329,1,12500.56,C743215767,,,C551990043,572858.56,585359.11,0,0,,0.0100000001257285
2739116,6289104,661,1,316303.78,C252688565,8590.0,0.0,C260789930,0.0,316303.78,0,0,307713.78,0.0
2165991,4955463,351,0,2767338.74,C1519700323,,,C2138963312,2993753.92,5761092.66,0,0,,0.0
1304747,2975095,231,1,315369.97,C660302764,142309.58,0.0,C943862043,8666652.54,8982022.51,0,0,173060.38999999998,0.0
1758674,4025339,299,1,172215.75,C570993067,,,C467743221,453633.55,625849.3,0,0,,0.0
1344261,3060269,234,1,367833.49,C83381220,231505.39,0.0,C1560645448,135769.71,503603.21,0,0,136328.09999999998,-0.0100000000675208
227264,510325,20,1,1471.56,C825364145,50161.0,48689.44,C727137885,1718156.1,2000296.1,0,0,0.0,-280668.43999999994
1552457,3534487,259,1,60212.36,C1685375742,11135.0,0.0,C1789828284,1350660.59,1410872.94,0,0,49077.36,0.0100000002421438
625309,1418081,139,1,12783.16,C903832215,45909.0,33125.84,C1926283119,29861.12,42644.28,0,0,0.0,0.0
758844,1725273,160,1,150296.82,C1901771456,,,C1050705668,365446.56,515743.38,0,0,,0.0
324258,735458,38,1,338125.43,C1155229571,,,C1805253792,2727971.94,3066097.37,0,0,,0.0
861748,1964045,178,1,436746.52,C1889444750,,,C1970298939,830784.92,2173953.69,0,0,,-906422.25
2722206,6246048,596,1,18940.07,C1875297233,5032.0,0.0,C2104833436,55888.7,74828.78,0,0,13908.07,-0.0100000000093132
2328937,5332336,374,1,160267.04,C1293334137,,,C1263708669,161419.36,321686.4,0,0,,0.0
759138,1725792,160,1,69782.0,C592921360,,,C749397936,2318395.37,2388177.36,0,0,,0.0100000002421438
2247555,5135011,356,1,7212.41,C1416752296,30470.0,23257.59,C139327504,0.0,7212.41,0,0,0.0,0.0
411013,922147,43,1,334590.34,C293741735,10075.0,0.0,C1881241706,1254717.9,1589308.24,0,0,324515.34,0.0
86486,207156,13,1,102932.59,C990180738,,,C1200294148,104805.73,207738.32,0,0,,0.0
832402,1884482,164,1,196373.17,C1772810462,,,C950560982,433965.73,630338.9,0,0,,0.0
759961,1727555,160,1,192263.45,C204573141,10958.0,0.0,C1562857503,138492.25,330755.7,0,0,181305.45,0.0
1405390,3208914,249,1,145892.52,C1807273014,69854.0,0.0,C1389813750,63938.27,209830.8,0,0,76038.51999999999,-0.0100000000093132
1901979,4338035,308,1,56626.88,C2058440735,,,C1399369432,737693.37,794320.25,0,0,,0.0
2119259,4849470,347,1,212638.61,C310548029,40712.0,0.0,C1615570786,0.0,212638.61,0,0,171926.61,0.0
881162,2008137,179,0,28862.66,C1965401984,285431.0,256568.34,C1566323389,1992151.0,2021013.66,0,0,0.0,0.0
1399373,3194306,249,1,215487.73,C1362134282,16057.0,0.0,C1459644049,673073.78,888561.51,0,0,199430.73,0.0
1644738,3755506,279,0,121663.77,C1328716314,12666.22,0.0,C78244288,375048.58,496712.36,0,0,108997.55,-0.0099999999511055
2299893,5267257,372,0,230419.03,C771924419,,,C568470900,445387.85,675806.88,0,0,,0.0
1536716,3500289,259,1,21021.75,C2093881810,30412.0,9390.25,C30103956,2215584.02,2441147.83,0,0,0.0,-204542.06000000008
2284176,5231689,371,1,186713.81,C279551754,2126267.22,1939553.41,C594418597,640656.05,827369.86,0,0,-4.656612873077393e-10,1.1641532182693479e-10
2650184,6073662,514,1,76134.78,C1550233319,,,C204873725,641724.56,717859.34,0,0,,1.1641532182693479e-10
1808778,4135551,303,1,270629.9,C492661160,126521.0,0.0,C1985443173,0.0,270629.9,0,0,144108.90000000002,0.0
1610308,3678423,276,1,31175.1,C364307143,,,C798275574,246534.06,277709.17,0,0,,-0.0100000000093132
1719520,3925290,285,0,202107.86,C999065078,103467.0,0.0,C1505545472,696240.97,898348.83,0,0,98640.86,0.0
2544331,5818601,401,1,11013.8,C309895135,,,C441610126,674149.48,685163.28,0,0,,0.0
2064271,4710275,332,1,447094.95,C1666242870,,,C1980362311,8679473.88,9126568.83,0,0,,0.0
1338532,3048087,234,1,153418.42,C1135657392,,,C1608315155,308805.49,462223.91,0,0,,5.820766091346741e-11
343209,776910,39,1,340005.43,C1899396059,15799.0,0.0,C1613438181,238259.34,313734.29,0,0,324206.43,264530.48000000004
816035,1847700,163,1,187889.17,C160607681,41366.0,0.0,C233272080,241851.18,429740.35,0,0,146523.17,0.0
1576741,3594961,262,0,567924.62,C1759446584,,,C823524092,1431441.11,1999365.72,0,0,,0.0100000000093132
2316204,5303514,373,1,480992.16,C80346067,81950.0,0.0,C2035602717,0.0,480992.16,0,0,399042.16,0.0
2262633,5177474,359,0,298428.41,C144980928,,,C1446102285,1562414.61,1860843.03,0,0,,-0.0100000000093132
1654498,3779554,280,1,104672.07,C1400482477,11415.0,0.0,C933201526,0.0,104672.07,0,0,93257.07,0.0
1760278,4028875,299,1,37863.57,C1514663053,,,C1677196884,2284875.49,2322739.06,0,0,,0.0
2173672,4972546,352,1,101724.68,C333188891,32517.0,0.0,C221106105,0.0,101724.68,0,0,69207.68,0.0
355098,802690,40,0,45215.63,C22948612,,,C1965341080,7150812.21,7196027.84,0,0,,0.0
579607,1319547,136,1,48696.0,C2043457883,15573.0,0.0,C192931543,86850.59,0.0,0,0,33123.0,135546.59
1307775,2981899,231,1,381678.23,C835839089,5787.0,0.0,C372140181,704572.16,1086250.39,0,0,375891.23,2.3283064365386963e-10
1635202,3733727,278,1,67640.27,C1486161255,,,C383302578,1819483.03,1887123.3,0,0,,0.0
2542743,5815008,401,1,3847.5,C1548299653,9907.0,6059.5,C693025676,0.0,3847.5,0,0,0.0,0.0
1659745,3791031,280,0,206551.67,C988867795,,,C1936891341,285062.89,491614.56,0,0,,5.820766091346741e-11
514430,1177470,132,0,806774.33,C539353978,242719.0,0.0,C1511562348,5940.0,970904.85,0,0,564055.33,-158190.52000000002
686227,1566452,155,1,28826.4,C1141064592,777.0,0.0,C779633940,30743.0,0.0,0,0,28049.4,59569.4
2418902,5532033,381,0,583207.78,C2096716766,,,C1393038107,848535.46,1431743.24,0,0,,0.0
1087454,2477487,204,1,244527.86,C2039719294,56698.95,0.0,C1476600264,2405215.29,2649743.15,0,0,187828.91,0.0
2511309,5747117,399,0,1320102.5,C2085863297,,,C1603856003,5536005.65,6856108.15,0,0,,0.0
2478995,5677075,397,0,1435204.36,C1848661041,65319.0,0.0,C238512143,444321.0,1879525.36,0,0,1369885.36,0.0
1608879,3674989,276,1,261745.45,C2123569465,,,C1909251424,671513.07,933258.52,0,0,,0.0
720305,1641722,157,1,343767.34,C111046863,,,C1817041496,748647.63,1167171.07,0,0,,-74756.1000000001
2694276,6180916,565,0,1114370.28,C2053497738,,,C735173499,6282727.98,7397098.25,0,0,,0.0100000007078051
406875,913439,43,1,137654.22,C146910143,37201.0,0.0,C462665636,177990.55,315644.77,0,0,100453.22,0.0
1697178,3873691,283,1,133795.44,C526425841,16570.0,0.0,C486018621,143172.12,276967.55,0,0,117225.44,0.0100000000093132
2301104,5269966,372,1,172846.57,C561421783,107820.0,0.0,C780543095,0.0,172846.57,0,0,65026.57000000001,0.0
2084807,4762437,334,0,44590.29,C576890528,61718.0,17127.71,C131399249,95285.44,139875.73,0,0,0.0,0.0
807966,1829953,163,1,223626.42,C971560032,21453.0,0.0,C1005810609,0.0,223626.42,0,0,202173.42,0.0
1239238,2828562,226,1,105652.07,C346919023,,,C1177653570,459208.99,97130.87,0,0,,467730.19000000006
723461,1648519,158,1,258495.44,C51305928,29433.92,0.0,C1259716933,1392158.19,1650653.63,0,0,229061.52,0.0
2191687,5012811,353,1,88343.25,C359075135,,,C972282858,622752.53,711095.78,0,0,,0.0
613704,1393171,139,1,147089.92,C169944106,,,C1625424017,288959.49,436049.41,0,0,,5.820766091346741e-11
189416,426940,18,1,39694.82,C253093748,,,C197775550,1095081.89,1123132.97,0,0,,11643.73999999999
2651333,6076515,518,1,246082.37,C774781479,,,C1030170578,279098.11,525180.48,0,0,,0.0
1421104,3245071,250,0,390895.48,C727267907,,,C2014101458,746332.12,1137227.6,0,0,,0.0
387742,871977,42,1,198105.01,C1529368714,61075.0,0.0,C541610570,1070651.85,1376555.98,0,0,137030.01,-107799.11999999988
396628,891093,42,1,52294.51,C47938389,,,C1670954894,611174.69,663469.2,0,0,,0.0
2336009,5348150,375,1,260806.57,C1835048382,50225.0,0.0,C910840733,853754.1,1114560.67,0,0,210581.57,0.0
1734090,3969612,297,1,97675.96,C629814220,,,C244018103,431076.0,559896.46,0,0,,-31144.5
818494,1853197,164,1,100217.85,C186942792,16992.0,0.0,C78663667,7610742.88,7710960.73,0,0,83225.85,-9.313225746154783e-10
1553646,3537091,259,1,44692.12,C1634831789,5329.0,0.0,C1527010430,1393473.62,1438165.75,0,0,39363.12,-0.0099999997764825
1912827,4367140,310,0,227869.45,C864419493,21762.0,0.0,C144840338,2844567.31,3072436.75,0,0,206107.45,0.0100000002421438
2433194,5573841,393,1,282623.29,C494278761,40483.0,0.0,C1212603112,0.0,282623.29,0,0,242140.29,0.0
1434373,3274258,251,1,212844.62,C1159789786,,,C1084156205,1662315.73,2224386.11,0,0,,-349225.7599999998
2200527,5031641,354,1,44256.65,C1955847479,6979.33,0.0,C983564418,1281924.9,1326181.55,0,0,37277.32,-2.3283064365386963e-10
1076328,2452726,203,1,27063.83,C1216214685,60665.0,33601.17,C396163524,58482.85,85546.68,0,0,0.0,0.0
2252975,5147949,357,1,154889.1,C1469738117,10018.0,0.0,C596346799,4265.83,159154.92,0,0,144871.1,0.0099999999802093
2579763,5895423,403,0,133134.2,C267400994,34424.0,0.0,C1345402270,27025.01,160159.21,0,0,98710.2,2.9103830456733704e-11
714293,1628209,157,1,170245.16,C1965104418,214.0,0.0,C930347399,0.0,170245.16,0,0,170031.16,0.0
1408965,3217460,250,1,185319.44,C524712220,591.0,0.0,C117153891,250619.35,435938.79,0,0,184728.44,5.820766091346741e-11
1241879,2834818,226,1,156056.43,C1603661765,40384.0,0.0,C564613413,0.0,156056.43,0,0,115672.43,0.0
421568,944627,43,0,402893.5,C1295052655,,,C1508964961,5240819.98,5786445.85,0,0,,-142732.36999999918
1111290,2530234,205,1,111503.46,C1479966169,140791.0,29287.54,C1252849632,94689.11,206192.57,0,0,0.0,0.0
2703403,6204139,585,1,365913.68,C134752011,145810.0,0.0,C1378405398,4588155.42,4954069.1,0,0,220103.68,0.0
616590,1399508,139,1,31802.83,C1488156094,,,C1215377729,134061.53,40208.92,0,0,,125655.44
2029137,4633256,330,1,105766.83,C1911788318,29225.0,0.0,C1702732338,0.0,105766.83,0,0,76541.83,0.0
1393646,3174516,238,1,246481.87,C1182900978,91809.85,0.0,C132356123,453060.47,699542.35,0,0,154672.02,-0.0100000000093132
2291215,5247854,371,1,286878.13,C624112940,40395.0,0.0,C1957267215,183865.44,470743.57,0,0,246483.13,0.0
1741749,3986952,298,1,367743.49,C672122630,20466.0,0.0,C2100912923,95304.03,463047.52,0,0,347277.49,0.0
503565,1153542,131,1,176156.88,C1661685563,4623.53,0.0,C1673889216,-1.0,-1.0,0,0,171533.35,176156.88
796828,1806410,163,1,62192.03,C1191155872,70795.0,8602.97,C1505763269,11473827.47,11536019.5,0,0,0.0,0.0
322121,730199,37,1,721422.78,C2101439439,,,C362966988,3843948.78,4565371.56,0,0,,0.0
1768358,4046305,300,0,373275.88,C1215339941,9952.0,0.0,C921071139,1112019.81,1485295.69,0,0,363323.88,0.0
961905,2185260,185,1,172477.4,C1409754682,,,C1510984580,226846.4,399323.81,0,0,,-0.0100000000093132
2348568,5375981,376,1,160059.54,C1102287147,20554.0,0.0,C536478547,0.0,160059.54,0,0,139505.54,0.0
982573,2230384,186,1,96678.37,C214465083,4699.91,0.0,C1427986460,332568.94,429247.31,0,0,91978.46,0.0
1337420,3046271,234,0,909639.94,C2141869562,,,C78576636,1729986.98,2639626.92,0,0,,0.0
1271353,2900189,228,1,132854.0,C445389575,,,C1646891180,227240.76,360094.75,0,0,,0.0100000000093132
558663,1272857,135,1,139537.96,C1190137620,,,C1032646412,1863805.13,2033473.13,0,0,,-30130.04000000004
1834520,4191414,305,1,108740.83,C1090886907,51929.0,0.0,C1858260283,2496570.35,2605311.18,0,0,56811.83,0.0
2624309,6010207,442,0,1053587.24,C1008614622,,,C602726312,1578459.76,2632047.0,0,0,,0.0
173364,393450,18,1,30099.1,C333846365,238.0,0.0,C445910071,35349.93,65449.03,0,0,29861.1,0.0
1168410,2656741,210,1,27134.48,C622562750,,,C1129560557,180139.37,207273.85,0,0,,0.0
476658,1094445,130,1,61004.47,C126883210,,,C620638596,7893998.21,7955002.68,0,0,,0.0
1645792,3758203,279,1,79983.42,C157510752,,,C552834905,93924.92,173908.34,0,0,,0.0
156707,356351,17,1,344873.33,C1696088548,53896.0,0.0,C1503068115,345596.14,690469.47,0,0,290977.33,0.0
7903,26193,8,1,243382.41,C285274075,,,C666009404,348795.81,592178.22,0,0,,0.0
277144,634604,35,1,332947.5,C2114888535,,,C670637560,9047221.41,9380168.9,0,0,,0.0099999997764825
978635,2221612,186,1,107334.03,C306949394,,,C1757877803,7557655.56,7664989.59,0,0,,0.0
1003942,2275629,187,1,228437.58,C541573633,,,C1757559397,4516871.32,4745308.9,0,0,,0.0
294561,672785,36,1,178489.39,C1404387574,31642.0,0.0,C2072288585,462952.83,641442.22,0,0,146847.39,0.0
2656234,6087683,522,1,15930.18,C1139789748,,,C538532903,800983.9,816914.08,0,0,,1.1641532182693479e-10
1109819,2526779,205,1,274690.58,C1603580329,,,C888212376,428027.81,702718.39,0,0,,0.0
1776812,4065589,300,1,181052.01,C945697996,,,C1850037539,348986.05,530038.06,0,0,,0.0
708975,1617152,156,1,474222.73,C1433561600,50465.0,0.0,C1937828760,323408.36,797631.09,0,0,423757.73,0.0
1872365,4272058,307,1,50031.52,C537894588,,,C868437634,2174962.52,2224994.04,0,0,,0.0
1880672,4289934,307,1,243006.54,C229660881,72607.0,0.0,C950860874,2156272.99,2399279.53,0,0,170399.54,4.656612873077393e-10
2752969,6321632,688,0,51021.71,C1865527796,,,C980867217,177786.99,228808.7,0,0,,-2.9103830456733704e-11
2221888,5076817,355,0,234906.23,C1787265991,582.0,0.0,C716567885,0.0,108745.66,0,0,234324.23,126160.57
261028,598467,33,1,58946.4,C476438515,,,C824781215,3574450.0,3633396.4,0,0,,0.0
1517451,3459267,257,1,74224.93,C838022849,,,C736845143,617124.66,691349.59,0,0,,1.1641532182693479e-10
1380884,3139428,236,1,179984.19,C2064138195,336564.92,156580.74,C953326957,2072606.87,2252591.06,0,0,0.0100000000093132,0.0
1626055,3713812,277,1,117581.21,C597959534,,,C640227937,159520.54,277101.75,0,0,,0.0
2539513,5808182,401,1,27329.18,C906200697,1188.0,0.0,C1018222318,4558311.11,4585640.28,0,0,26141.18,0.0099999997764825
183065,413594,18,1,230494.7,C1127048980,70517.0,0.0,C1239152373,754927.81,693013.28,0,0,159977.7,292409.23
428237,959642,44,1,43528.52,C2143356152,8073.0,0.0,C739125705,955126.75,998655.27,0,0,35455.52,0.0
1226581,2798073,217,1,75610.69,C88778470,,,C538085844,1987982.11,2063592.81,0,0,,-0.0100000000093132
1123555,2557353,206,0,640971.49,C172029258,42704.0,0.0,C1708898230,15074.25,656045.74,0,0,598267.49,0.0
789367,1790476,162,1,248406.95,C1819441252,20218.0,0.0,C2141288576,0.0,248406.95,0,0,228188.95,0.0
216663,486596,19,1,81047.64,C1968525010,32084.0,0.0,C754853146,125674.35,206721.98,0,0,48963.64,0.0099999999802093
468578,1075419,129,0,384380.6,C227333643,103763.0,0.0,C668479966,536173.03,920553.63,0,0,280617.6,0.0
1526720,3478457,258,0,50238.87,C438969604,,,C1028890286,239092.7,289331.56,0,0,,0.0100000000093132
2590278,5917027,404,1,57021.95,C707458571,,,C1036579720,712359.59,769381.54,0,0,,-1.1641532182693479e-10
2185180,4997952,352,1,8418.1,C1025424175,,,C995483760,463303.84,471721.94,0,0,,0.0
1061829,2420307,202,1,134307.86,C743198444,1195.0,0.0,C1745820993,0.0,134307.86,0,0,133112.86,0.0
2473562,5665114,396,1,129313.07,C226000203,,,C1651924971,3113619.12,3242932.19,0,0,,0.0
1468081,3349626,253,1,9227.71,C1749526107,,,C2015896683,1227537.25,1236764.97,0,0,,-0.0100000000093132
1605884,3668152,276,0,370892.73,C316679601,,,C726562302,531258.46,902151.19,0,0,,0.0
777347,1764764,162,0,588848.6,C178909933,6079.0,0.0,C1258603423,0.0,588848.6,0,0,582769.6,0.0
676256,1544354,154,0,1214968.33,C719333056,61154.0,0.0,C666952576,1255344.27,2470312.6,0,0,1153814.33,0.0
2378055,5440558,378,1,134482.71,C1382027662,,,C940539028,917311.96,1051794.67,0,0,,0.0
2316800,5304931,373,1,308771.1,C886829339,51435.0,0.0,C351689553,50675.74,595469.23,0,0,257336.1,-236022.39
1485283,3387623,255,1,236655.03,C1360602709,,,C190168686,2529751.3,2766406.32,0,0,,0.0099999997764825
1034102,2345498,189,1,102836.24,C703839711,2370.0,0.0,C28783325,12849357.03,12952193.27,0,0,100466.24,0.0
26660,70111,9,1,8398.05,C603166698,,,C991505714,16601385.56,16788779.66,0,0,,-178996.04999999888
2136563,4889761,349,1,151119.41,C642522826,,,C1744411867,1483054.92,1634174.33,0,0,,-2.3283064365386963e-10
435083,975424,44,1,40417.84,C348318258,31.0,0.0,C2018418548,177898.78,218316.62,0,0,40386.84,0.0
43916,110572,11,1,33302.2,C1843675874,329730.0,296427.8,C1929145182,0.0,33302.2,0,0,0.0,0.0
2452658,5618870,395,1,293955.94,C923565020,,,C1207448428,895180.61,1189136.55,0,0,,0.0
1945482,4449079,323,1,56848.34,C1013958530,150464.0,93615.66,C108132709,1515163.78,1572012.13,0,0,0.0,-0.0099999997764825
178121,403550,18,1,235657.03,C347516238,,,C1474135898,546064.56,1246683.81,0,0,,-464962.22
64631,158711,12,0,536961.51,C798048340,637135.26,100173.75,C859644452,0.0,536961.51,0,0,0.0,0.0
1306371,2978880,231,0,728612.39,C757965264,450231.67,0.0,C584469649,870025.82,1598638.2,0,0,278380.72000000003,0.0100000000093132
108491,253930,14,1,334028.19,C1740084492,10348.0,0.0,C977268895,859323.47,1238251.2,0,0,323680.19,-44899.54000000004
628760,1425432,139,1,205028.66,C1451689860,,,C471293240,347950.78,552979.44,0,0,,1.1641532182693479e-10
1134303,2581729,207,0,1168705.73,C402188877,,,C1823101747,8493200.65,11487227.0,0,0,,-1825320.6199999992
1768173,4045997,300,1,21884.06,C1927762910,,,C1476979749,258763.8,280647.86,0,0,,0.0
303309,690795,36,1,252933.78,C146881862,30384.0,0.0,C1999294826,128916.19,702861.7,0,0,222549.78,-321011.73
984965,2235269,186,1,399030.38,C519610661,137676.0,0.0,C90165268,2028282.34,2427312.72,0,0,261354.38,0.0
2539456,5808026,401,1,58377.08,C774723675,20373.0,0.0,C613084724,791095.4,849472.48,0,0,38004.08,0.0
371518,839155,41,1,454262.0,C1057466918,104.0,0.0,C14356547,0.0,454262.0,0,0,454158.0,0.0
2340137,5357517,375,1,201673.04,C2054647044,20941.0,0.0,C207662150,209139.54,410812.58,0,0,180732.04,0.0
2100199,4806532,346,1,153378.52,C1809551015,,,C1063642932,564638.16,718016.68,0,0,,0.0
1267050,2890840,228,0,631281.25,C1600991036,,,C869791202,2460202.9,3091484.15,0,0,,0.0
1506524,3435570,256,0,529653.19,C1807946303,,,C1750548140,1011089.56,1615704.06,0,0,,-74961.31000000006
2480065,5679447,397,1,249530.77,C1840029832,181209.89,0.0,C1679851445,0.0,249530.77,0,0,68320.87999999998,0.0
250665,572428,24,0,149745.06,C172685546,41402.0,0.0,C1174989715,0.0,149745.06,0,0,108343.06,0.0
570449,1299669,136,1,254621.65,C1813122255,30177.0,0.0,C663984556,232475.14,487096.79,0,0,224444.65,5.820766091346741e-11
1164732,2648686,209,1,197001.52,C952038942,59596.34,0.0,C110160455,0.0,197001.52,0,0,137405.18,0.0
2149041,4917112,350,1,30116.21,C1194961337,,,C262696647,249545.44,183496.49,0,0,,96165.16000000005
2160053,4941940,350,1,345596.48,C210371505,353.0,0.0,C1431471084,13617.06,359213.54,0,0,345243.48,0.0
2269753,5198761,369,0,206450.14,C1595739598,,,C182458401,1990257.13,2196707.27,0,0,,0.0
1743785,3991296,298,1,430167.28,C555634494,,,C778852708,442099.86,872267.14,0,0,,0.0
1792894,4100673,301,1,130244.36,C1217843925,62978.0,0.0,C158216851,98729.19,228973.55,0,0,67266.36,0.0
1147801,2610713,208,1,207348.58,C1211324644,10638.0,0.0,C692012223,3337547.48,3544896.05,0,0,196710.58,0.0100000002421438
970145,2203437,185,0,898008.23,C457216826,319651.55,0.0,C1019686375,4569623.75,5467631.97,0,0,578356.6799999999,0.0100000007078051
935855,2128368,183,1,86635.52,C1158317421,,,C1720817498,10758030.74,10844666.26,0,0,,0.0
1041063,2365550,190,0,185466.3,C882515819,,,C121940480,925028.25,1110494.55,0,0,,0.0
2761405,6340653,692,1,151009.04,C431359821,30851.0,0.0,C1251468568,0.0,151009.04,0,0,120158.04,0.0
1065339,2429083,202,0,654602.11,C982212270,,,C1072086300,9626946.91,10281549.02,0,0,,0.0
1500986,3423065,256,0,121252.2,C723141556,24695.0,0.0,C1256941597,2099988.51,2221240.71,0,0,96557.2,0.0
1860746,4247103,306,1,111593.08,C1838121632,,,C404316372,513003.4,624596.48,0,0,,0.0
167058,379086,17,0,522289.59,C1920372603,,,C286987860,3226651.0,3748940.59,0,0,,0.0
15542,43900,9,1,157872.17,C281655331,,,C1441652121,201541.01,359413.18,0,0,,5.820766091346741e-11
1191056,2705606,211,1,39591.67,C1807484499,30715.0,0.0,C132949127,608259.23,647850.91,0,0,8876.669999999998,-0.0100000000093132
1508616,3439867,257,1,545346.79,C2075066631,27264.0,0.0,C1598178046,0.0,545346.79,0,0,518082.79,0.0
1564230,3561236,260,1,837.69,C2094034577,4311.0,3473.31,C1490489005,0.0,837.69,0,0,0.0,0.0
